"Identity","SamAccountName","DisplayName","ObjectClass","EmployeeId","EmployeeNumber","UserPrincipalName","Mail","Department","Title","Company","Office","AccountEnabled","Manager","ManagerLevel1","ManagerLevel2","ObsPath","ObsAttribute","DistinguishedName"
"LAB\SSUser00112","SSUser00112","ShareSurfer User 00112","user","E0000112","0000112","SSUser00112@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT111","info","CN=ShareSurfer User 00112,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0112-Readers","SS-ENT-0112-Readers","SS-ENT-0112-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0112.READ","info","CN=SS-ENT-0112-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00113","SSUser00113","ShareSurfer User 00113","user","E0000113","0000113","SSUser00113@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT121","info","CN=ShareSurfer User 00113,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0113-Readers","SS-ENT-0113-Readers","SS-ENT-0113-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0113.READ","info","CN=SS-ENT-0113-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00114","SSUser00114","ShareSurfer User 00114","user","E0000114","0000114","SSUser00114@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT131","info","CN=ShareSurfer User 00114,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0114-Readers","SS-ENT-0114-Readers","SS-ENT-0114-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0114.READ","info","CN=SS-ENT-0114-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00115","SSUser00115","ShareSurfer User 00115","user","E0000115","0000115","SSUser00115@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT141","info","CN=ShareSurfer User 00115,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0115-Readers","SS-ENT-0115-Readers","SS-ENT-0115-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0115.READ","info","CN=SS-ENT-0115-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00116","SSUser00116","ShareSurfer User 00116","user","E0000116","0000116","SSUser00116@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT151","info","CN=ShareSurfer User 00116,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0116-Readers","SS-ENT-0116-Readers","SS-ENT-0116-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0116.READ","info","CN=SS-ENT-0116-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00117","SSUser00117","ShareSurfer User 00117","user","E0000117","0000117","SSUser00117@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT161","info","CN=ShareSurfer User 00117,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0117-Readers","SS-ENT-0117-Readers","SS-ENT-0117-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0117.READ","info","CN=SS-ENT-0117-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00118","SSUser00118","ShareSurfer User 00118","user","E0000118","0000118","SSUser00118@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT171","info","CN=ShareSurfer User 00118,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0118-Readers","SS-ENT-0118-Readers","SS-ENT-0118-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0118.READ","info","CN=SS-ENT-0118-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00119","SSUser00119","ShareSurfer User 00119","user","E0000119","0000119","SSUser00119@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT181","info","CN=ShareSurfer User 00119,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0119-Readers","SS-ENT-0119-Readers","SS-ENT-0119-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0119.READ","info","CN=SS-ENT-0119-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00120","SSUser00120","ShareSurfer User 00120","user","E0000120","0000120","SSUser00120@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT191","info","CN=ShareSurfer User 00120,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0120-Readers","SS-ENT-0120-Readers","SS-ENT-0120-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0120.READ","info","CN=SS-ENT-0120-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00121","SSUser00121","ShareSurfer User 00121","user","E0000121","0000121","SSUser00121@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT201","info","CN=ShareSurfer User 00121,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0121-Readers","SS-ENT-0121-Readers","SS-ENT-0121-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0121.READ","info","CN=SS-ENT-0121-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00122","SSUser00122","ShareSurfer User 00122","user","E0000122","0000122","SSUser00122@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT211","info","CN=ShareSurfer User 00122,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0122-Readers","SS-ENT-0122-Readers","SS-ENT-0122-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0122.READ","info","CN=SS-ENT-0122-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00123","SSUser00123","ShareSurfer User 00123","user","E0000123","0000123","SSUser00123@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT221","info","CN=ShareSurfer User 00123,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0123-Readers","SS-ENT-0123-Readers","SS-ENT-0123-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0123.READ","info","CN=SS-ENT-0123-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00124","SSUser00124","ShareSurfer User 00124","user","E0000124","0000124","SSUser00124@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT231","info","CN=ShareSurfer User 00124,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0124-Readers","SS-ENT-0124-Readers","SS-ENT-0124-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0124.READ","info","CN=SS-ENT-0124-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00125","SSUser00125","ShareSurfer User 00125","user","E0000125","0000125","SSUser00125@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT241","info","CN=ShareSurfer User 00125,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0125-Readers","SS-ENT-0125-Readers","SS-ENT-0125-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0125.READ","info","CN=SS-ENT-0125-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00126","SSUser00126","ShareSurfer User 00126","user","E0000126","0000126","SSUser00126@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT001","info","CN=ShareSurfer User 00126,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0126-Readers","SS-ENT-0126-Readers","SS-ENT-0126-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0126.READ","info","CN=SS-ENT-0126-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00127","SSUser00127","ShareSurfer User 00127","user","E0000127","0000127","SSUser00127@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT011","info","CN=ShareSurfer User 00127,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0127-Readers","SS-ENT-0127-Readers","SS-ENT-0127-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0127.READ","info","CN=SS-ENT-0127-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00128","SSUser00128","ShareSurfer User 00128","user","E0000128","0000128","SSUser00128@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT021","info","CN=ShareSurfer User 00128,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0128-Readers","SS-ENT-0128-Readers","SS-ENT-0128-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0128.READ","info","CN=SS-ENT-0128-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00129","SSUser00129","ShareSurfer User 00129","user","E0000129","0000129","SSUser00129@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT031","info","CN=ShareSurfer User 00129,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0129-Readers","SS-ENT-0129-Readers","SS-ENT-0129-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0129.READ","info","CN=SS-ENT-0129-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00130","SSUser00130","ShareSurfer User 00130","user","E0000130","0000130","SSUser00130@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT041","info","CN=ShareSurfer User 00130,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0130-Readers","SS-ENT-0130-Readers","SS-ENT-0130-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0130.READ","info","CN=SS-ENT-0130-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00131","SSUser00131","ShareSurfer User 00131","user","E0000131","0000131","SSUser00131@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT051","info","CN=ShareSurfer User 00131,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0131-Readers","SS-ENT-0131-Readers","SS-ENT-0131-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0131.READ","info","CN=SS-ENT-0131-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00132","SSUser00132","ShareSurfer User 00132","user","E0000132","0000132","SSUser00132@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT061","info","CN=ShareSurfer User 00132,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0132-Readers","SS-ENT-0132-Readers","SS-ENT-0132-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0132.READ","info","CN=SS-ENT-0132-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00133","SSUser00133","ShareSurfer User 00133","user","E0000133","0000133","SSUser00133@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT071","info","CN=ShareSurfer User 00133,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0133-Readers","SS-ENT-0133-Readers","SS-ENT-0133-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0133.READ","info","CN=SS-ENT-0133-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00134","SSUser00134","ShareSurfer User 00134","user","E0000134","0000134","SSUser00134@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT081","info","CN=ShareSurfer User 00134,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0134-Readers","SS-ENT-0134-Readers","SS-ENT-0134-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0134.READ","info","CN=SS-ENT-0134-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00135","SSUser00135","ShareSurfer User 00135","user","E0000135","0000135","SSUser00135@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT091","info","CN=ShareSurfer User 00135,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0135-Readers","SS-ENT-0135-Readers","SS-ENT-0135-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0135.READ","info","CN=SS-ENT-0135-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00136","SSUser00136","ShareSurfer User 00136","user","E0000136","0000136","SSUser00136@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT101","info","CN=ShareSurfer User 00136,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0136-Readers","SS-ENT-0136-Readers","SS-ENT-0136-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0136.READ","info","CN=SS-ENT-0136-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00137","SSUser00137","ShareSurfer User 00137","user","E0000137","0000137","SSUser00137@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT111","info","CN=ShareSurfer User 00137,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0137-Readers","SS-ENT-0137-Readers","SS-ENT-0137-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0137.READ","info","CN=SS-ENT-0137-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00138","SSUser00138","ShareSurfer User 00138","user","E0000138","0000138","SSUser00138@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT121","info","CN=ShareSurfer User 00138,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0138-Readers","SS-ENT-0138-Readers","SS-ENT-0138-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0138.READ","info","CN=SS-ENT-0138-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00139","SSUser00139","ShareSurfer User 00139","user","E0000139","0000139","SSUser00139@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT131","info","CN=ShareSurfer User 00139,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0139-Readers","SS-ENT-0139-Readers","SS-ENT-0139-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0139.READ","info","CN=SS-ENT-0139-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00140","SSUser00140","ShareSurfer User 00140","user","E0000140","0000140","SSUser00140@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT141","info","CN=ShareSurfer User 00140,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0140-Readers","SS-ENT-0140-Readers","SS-ENT-0140-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0140.READ","info","CN=SS-ENT-0140-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00141","SSUser00141","ShareSurfer User 00141","user","E0000141","0000141","SSUser00141@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT151","info","CN=ShareSurfer User 00141,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0141-Readers","SS-ENT-0141-Readers","SS-ENT-0141-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0141.READ","info","CN=SS-ENT-0141-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00142","SSUser00142","ShareSurfer User 00142","user","E0000142","0000142","SSUser00142@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT161","info","CN=ShareSurfer User 00142,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0142-Readers","SS-ENT-0142-Readers","SS-ENT-0142-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0142.READ","info","CN=SS-ENT-0142-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00143","SSUser00143","ShareSurfer User 00143","user","E0000143","0000143","SSUser00143@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT171","info","CN=ShareSurfer User 00143,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0143-Readers","SS-ENT-0143-Readers","SS-ENT-0143-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0143.READ","info","CN=SS-ENT-0143-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00144","SSUser00144","ShareSurfer User 00144","user","E0000144","0000144","SSUser00144@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT181","info","CN=ShareSurfer User 00144,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0144-Readers","SS-ENT-0144-Readers","SS-ENT-0144-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0144.READ","info","CN=SS-ENT-0144-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00145","SSUser00145","ShareSurfer User 00145","user","E0000145","0000145","SSUser00145@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT191","info","CN=ShareSurfer User 00145,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0145-Readers","SS-ENT-0145-Readers","SS-ENT-0145-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0145.READ","info","CN=SS-ENT-0145-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
